0	127.415611	126.491913	0.923698	06227eb38e0ac1e3	06227eb38e0ac1e3
1	127.492652	125.716566	1.776085	06227eb38e0ac1e3	06227eb38e0ac1e3
2	128.212764	126.300388	1.912377	06227eb38e0ac1e3	06227eb38e0ac1e3
3	127.969913	126.427447	1.542466	06227eb38e0ac1e3	06227eb38e0ac1e3
4	127.853136	126.557674	1.295462	06227eb38e0ac1e3	06227eb38e0ac1e3
5	128.756249	125.769758	2.986491	06227eb38e0ac1e3	06227eb38e0ac1e3
6	128.817556	126.013366	2.804190	06227eb38e0ac1e3	06227eb38e0ac1e3
7	127.512042	126.905364	0.606679	06227eb38e0ac1e3	06227eb38e0ac1e3
8	128.456077	126.508492	1.947586	06227eb38e0ac1e3	06227eb38e0ac1e3
9	128.887052	126.909893	1.977159	06227eb38e0ac1e3	06227eb38e0ac1e3
