pageable	graphic-medium-m4-q75.wpd	21.393664	1.537504	22.477942
pageable	photo-medium-m4-q75.wpd	21.685024	1.54736	22.800465
pageable	texture-medium-m4-q75.wpd	20.813824	1.52864	21.887501
pinned	graphic-medium-m4-q75.wpd	21.392768	0.732192	22.413613
pinned	photo-medium-m4-q75.wpd	21.688448	0.732736	22.725274
pinned	texture-medium-m4-q75.wpd	20.877312	0.732832	21.932734
