png	1	sequential	3484451968
png	1	concurrent	2201355277
png	2	sequential	3417241695
png	2	concurrent	2247826231
png	3	sequential	3457605138
png	3	concurrent	2277544405
png	4	sequential	3453346932
png	4	concurrent	2297462997
jpeg	1	sequential	3300820287
jpeg	1	concurrent	2158107876
jpeg	2	sequential	3273725110
jpeg	2	concurrent	2227803550
jpeg	3	sequential	3304641722
jpeg	3	concurrent	2155783155
jpeg	4	sequential	3307495514
jpeg	4	concurrent	2171531417
